Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status",Capacitance,"Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1718-2-ND,1284-1718-1-ND,1284-1718-6-ND","600F6R2CT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 6.2PF 250V C0G/NP0 0805","600","1.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","6.2 pF","±0.25pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B680GT500XT1KTR-ND,1284-100B680GT500XT1KCT-ND,1284-100B680GT500XT1KDKR-ND","100B680GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 68PF 500V P90 1111","1,107","7.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","68 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A1R2BT150XT1KTR-ND,1284-100A1R2BT150XT1KCT-ND,1284-100A1R2BT150XT1KDKR-ND","100A1R2BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1.2PF 150V P90 0505","5,217","4.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","1.2 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B8R2BTN500XT1KTR-ND,1284-100B8R2BTN500XT1KCT-ND,1284-100B8R2BTN500XT1KDKR-ND","100B8R2BTN500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 500V P90 1111","692","6.83","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","8.2 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B3R0CT500XT1KTR-ND,1284-100B3R0CT500XT1KCT-ND,1284-100B3R0CT500XT1KDKR-ND","100B3R0CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 3PF 500V P90 1111","328","5.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","3 pF","±0.25pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-1407-2-ND,1284-1407-1-ND,1284-1407-6-ND","100B180FT500XT","American Technical Ceramics","American Technical Ceramics","CAP CER 18PF 500V P90 1111","1,500","7.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","18 pF","±1%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/800A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A4R7BT250XT4KTR-ND,1284-800A4R7BT250XT4KCT-ND,1284-800A4R7BT250XT4KDKR-ND","800A4R7BT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 4.7PF 250V C0G/NP0 0505","9,952","3.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","4.7 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/700A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-700A621JT150XT1KTR-ND,1284-700A621JT150XT1KCT-ND,1284-700A621JT150XT1KDKR-ND","700A621JT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 620PF 150V C0G/NP0 0505","401","4.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 700A","Active","620 pF","±5%","150V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B390JT500XT1KTR-ND,1284-100B390JT500XT1KCT-ND,1284-100B390JT500XT1KDKR-ND","100B390JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 39PF 500V P90 1111","2,500","6.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","39 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B8R2JT500XT1KTR-ND,1284-100B8R2JT500XT1KCT-ND,1284-100B8R2JT500XT1KDKR-ND","100B8R2JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 500V P90 1111","2,385","5.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","8.2 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B300GT500XT1KTR-ND,1284-100B300GT500XT1KCT-ND,1284-100B300GT500XT1KDKR-ND","100B300GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 30PF 500V P90 1111","4,542","6.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","30 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A8R2BT150XT1KTR-ND,1284-100A8R2BT150XT1KCT-ND,1284-100A8R2BT150XT1KDKR-ND","100A8R2BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 150V P90 0505","1,349","4.38","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","8.2 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100A.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-1611-2-ND,1284-1611-1-ND,1284-1611-6-ND","100A270GT150XT","American Technical Ceramics","American Technical Ceramics","CAP CER 27PF 150V P90 0505","1,182","3.99","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","27 pF","±2%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B7R5BT500XT1KTR-ND,1284-100B7R5BT500XT1KCT-ND,1284-100B7R5BT500XT1KDKR-ND","100B7R5BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 7.5PF 500V P90 1111","191","5.94","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","7.5 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B101GT500XT1KTR-ND,1284-100B101GT500XT1KCT-ND,1284-100B101GT500XT1KDKR-ND","100B101GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 100PF 500V P90 1111","6","7.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","100 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1868-2-ND,1284-1868-1-ND,1284-1868-6-ND","600L2R4AT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 2.4PF 200V NP0 0402","15,865","1.36","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","2.4 pF","±0.05pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1863-2-ND,1284-1863-1-ND,1284-1863-6-ND","600L0R8BT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 0.8PF 200V NP0 0402","20,667","0.83","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","0.8 pF","±0.1pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/800b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B6R2CT500XT1KTR-ND,1284-800B6R2CT500XT1KCT-ND,1284-800B6R2CT500XT1KDKR-ND","800B6R2CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 6.2PF 500V NP0 1111","1,388","3.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","6.2 pF","±0.25pF","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/531z.pdf","-","1284-531Z104KT16T\15000TR-ND,1284-531Z104KT16T\15000CT-ND,1284-531Z104KT16T\15000DKR-ND","531Z104KT16T\15000","American Technical Ceramics","American Technical Ceramics","CAP CER 0.1UF 16V X5R 0201","117,563","2.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 531Z","Active","0.1 µF","±10%","16V","X5R","-55°C ~ 85°C","-","-","Bypass, Decoupling","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B220GT500XT1KTR-ND,1284-100B220GT500XT1KCT-ND,1284-100B220GT500XT1KDKR-ND","100B220GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 22PF 500V P90 1111","2,375","6.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","22 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B471KT200XT1KTR-ND,1284-100B471KT200XT1KCT-ND,1284-100B471KT200XT1KDKR-ND","100B471KT200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 470PF 200V P90 1111","5,377","6.53","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","470 pF","±10%","200V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B820FT500XT1KTR-ND,1284-100B820FT500XT1KCT-ND,1284-100B820FT500XT1KDKR-ND","100B820FT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 82PF 500V P90 1111","1,194","7.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","82 pF","±1%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100A.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A1R5BT150XT1KTR-ND,1284-100A1R5BT150XT1KCT-ND,1284-100A1R5BT150XT1KDKR-ND","100A1R5BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1.5PF 150V P90 0505","7,082","4.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","1.5 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B510JT500XT1KTR-ND,1284-100B510JT500XT1KCT-ND,1284-100B510JT500XT1KDKR-ND","100B510JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 51PF 500V P90 1111","1,048","5.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","51 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B5R1BT500XT1KTR-ND,1284-100B5R1BT500XT1KCT-ND,1284-100B5R1BT500XT1KDKR-ND","100B5R1BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 5.1PF 500V P90 1111","3,565","5.77","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","5.1 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B180JTN500XT1KTR-ND,1284-100B180JTN500XT1KCT-ND,1284-100B180JTN500XT1KDKR-ND","100B180JTN500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 18PF 500V P90 1111","2,450","6.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","18 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B360FT500XT1KTR-ND,1284-100B360FT500XT1KCT-ND,1284-100B360FT500XT1KDKR-ND","100B360FT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 36PF 500V P90 1111","710","7.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","36 pF","±1%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B471JTN200XT1KTR-ND,1284-100B471JTN200XT1KCT-ND,1284-100B471JTN200XT1KDKR-ND","100B471JTN200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 470PF 200V P90 1111","405","7.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","470 pF","±5%","200V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/700a.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-700A471JT150XT1KTR-ND,1284-700A471JT150XT1KCT-ND,1284-700A471JT150XT1KDKR-ND","700A471JT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 470PF 150V C0G/NP0 0505","1,000","4.45","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 700A","Active","470 pF","±5%","150V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1923-2-ND,1284-1923-1-ND,1284-1923-6-ND","600L3R9CT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 3.9PF 200V NP0 0402","4,635","1.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","3.9 pF","±0.25pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1902-2-ND,1284-1902-1-ND,1284-1902-6-ND","600F680GT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 68PF 250V NP0 0805","6,049","1.38","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","68 pF","±2%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1897-2-ND,1284-1897-1-ND,1284-1897-6-ND","600F241FT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 240PF 250V NP0 0805","912","3.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","240 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://datasheets.kyocera-avx.com/600S.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1958-2-ND,1284-1958-1-ND,1284-1958-6-ND","600S750JT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 75PF 250V NP0 0603","879","1.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","75 pF","±5%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://datasheets.kyocera-avx.com/800A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A100JT250XT4KTR-ND,1284-800A100JT250XT4KCT-ND,1284-800A100JT250XT4KDKR-ND","800A100JT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 250V C0G/NP0 0505","1,383","1.88","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","10 pF","±5%","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/520l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1540-2-ND,1284-1540-1-ND,1284-1540-6-ND","520L103KT16T","American Technical Ceramics","American Technical Ceramics","CAP CER 10000PF 16V X7R 0402","83,224","1.06","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 520L","Active","10000 pF","±10%","16V","X7R","-55°C ~ 125°C","High Q, Low Loss","-","Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"https://datasheets.kyocera-avx.com/100C.pdf","-","1284-100C271JT2500XJ36-ND","100C271JT2500XJ36","American Technical Ceramics","American Technical Ceramics","CAP CER 270PF 2.5KV P90 2325","121","20.85","0","1","Tray","ATC 100C","Active","270 pF","±5%","2500V (2.5kV)","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL, High Voltage","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","2325 (5864 Metric)","0.230"" L x 0.250"" W (5.84mm x 6.35mm)","-","0.145"" (3.68mm)","-","-"
