Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status",Capacitance,"Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B6R8BT500XT1KTR-ND,1284-100B6R8BT500XT1KCT-ND,1284-100B6R8BT500XT1KDKR-ND","100B6R8BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 6.8PF 500V P90 1111","925","5.94","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","6.8 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B130JT500XT1KTR-ND,1284-100B130JT500XT1KCT-ND,1284-100B130JT500XT1KDKR-ND","100B130JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 13PF 500V P90 1111","7,361","5.99","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","13 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B2R4BT500XT1KTR-ND,1284-100B2R4BT500XT1KCT-ND,1284-100B2R4BT500XT1KDKR-ND","100B2R4BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 2.4PF 500V P90 1111","1,900","4.95","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","2.4 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B4R7CT500XT1KTR-ND,1284-100B4R7CT500XT1KCT-ND,1284-100B4R7CT500XT1KDKR-ND","100B4R7CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 4.7PF 500V P90 1111","3,548","5.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","4.7 pF","±0.25pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B102GTN50XT1KTR-ND,1284-100B102GTN50XT1KCT-ND,1284-100B102GTN50XT1KDKR-ND","100B102GTN50XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1000PF 50V P90 1111","500","12.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","1000 pF","±2%","50V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B121JT300XT1KTR-ND,1284-100B121JT300XT1KCT-ND,1284-100B121JT300XT1KDKR-ND","100B121JT300XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 120PF 300V P90 1111","3,250","6.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","120 pF","±5%","300V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/800A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A2R7BT250XT4KTR-ND,1284-800A2R7BT250XT4KCT-ND,1284-800A2R7BT250XT4KDKR-ND","800A2R7BT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 2.7PF 250V C0G/NP0 0505","458","3.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","2.7 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/800A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A390FT250XT4KTR-ND,1284-800A390FT250XT4KCT-ND,1284-800A390FT250XT4KDKR-ND","800A390FT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 39PF 250V C0G/NP0 0505","990","3.87","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","39 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/700b.pdf","-","1284-700B1R0BT500XT1KTR-ND,1284-700B1R0BT500XT1KCT-ND,1284-700B1R0BT500XT1KDKR-ND","700B1R0BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1PF 500V C0G/NP0 1111","474","6.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 700B","Active","1 pF","±0.1pF","500V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/800a.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A0R6BT250XT4KTR-ND,1284-800A0R6BT250XT4KCT-ND,1284-800A0R6BT250XT4KDKR-ND","800A0R6BT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 0.6PF 250V C0G/NP0 0505","569","3.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","0.6 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B240FT500XT1KTR-ND,1284-100B240FT500XT1KCT-ND,1284-100B240FT500XT1KDKR-ND","100B240FT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 24PF 500V P90 1111","543","7.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","24 pF","±1%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/550U_Series.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/Walsin-0402-(1005-Metric)-,5.jpg","1284-550U104MCATTR-ND,1284-550U104MCATCT-ND,1284-550U104MCATDKR-ND","550U104MCAT","American Technical Ceramics","American Technical Ceramics","CAP CER  0.1UF 6.3V 0402","971","7.3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","UBC™ ATC 550U","Active","0.1 µF","±20%","6.3V","-","-55°C ~ 85°C","-","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0301 (0803 Metric)","0.034"" L x 0.013"" W (0.86mm x 0.33mm)","-","0.017"" (0.43mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B301JT200XT1KTR-ND,1284-100B301JT200XT1KCT-ND,1284-100B301JT200XT1KDKR-ND","100B301JT200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 300PF 200V P90 1111","7,000","6.86","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","300 pF","±5%","200V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B100GT500XT1KTR-ND,1284-100B100GT500XT1KCT-ND,1284-100B100GT500XT1KDKR-ND","100B100GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 500V P90 1111","3,265","6.41","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","10 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B151JT300XT1KTR-ND,1284-100B151JT300XT1KCT-ND,1284-100B151JT300XT1KDKR-ND","100B151JT300XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 150PF 300V P90 1111","731","6.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","150 pF","±5%","300V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/blog/pdfs/560L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1880-2-ND,1284-1880-1-ND,1284-1880-6-ND","560L104YTT","American Technical Ceramics","American Technical Ceramics","CAP CER 0.1UF 16V 0402","13,532","4.91","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","UBC™ ATC 560L","Active","0.1 µF","-20%, +25%","16V","-","-55°C ~ 125°C","-","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.61mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1922-2-ND,1284-1922-1-ND,1284-1922-6-ND","600L3R9AT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 3.9PF 200V NP0 0402","4,776","2.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","3.9 pF","±0.05pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1872-2-ND,1284-1872-1-ND,1284-1872-6-ND","600L8R2CT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 200V NP0 0402","70,711","1.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","8.2 pF","±0.25pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600s.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1875-2-ND,1284-1875-1-ND,1284-1875-6-ND","600S1R1AT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 1.1PF 250V NP0 0603","4,609","1.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","1.1 pF","±0.05pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1917-2-ND,1284-1917-1-ND,1284-1917-6-ND","600L220GT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 22PF 200V NP0 0402","7,877","1.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","22 pF","±2%","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://datasheets.kyocera-avx.com/600F.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1896-2-ND,1284-1896-1-ND,1284-1896-6-ND","600F1R5CT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 1.5PF 250V NP0 0805","1,379","0.96","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","1.5 pF","±0.25pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A100JT150XT1KTR-ND,1284-100A100JT150XT1KCT-ND,1284-100A100JT150XT1KDKR-ND","100A100JT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 150V P90 0505","17,614","2.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","10 pF","±5%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B7R5CT500XT1KTR-ND,1284-100B7R5CT500XT1KCT-ND,1284-100B7R5CT500XT1KDKR-ND","100B7R5CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 7.5PF 500V P90 1111","8,668","5.35","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","7.5 pF","±0.25pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B561JT100XT1KTR-ND,1284-100B561JT100XT1KCT-ND,1284-100B561JT100XT1KDKR-ND","100B561JT100XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 560PF 100V P90 1111","7,255","7.91","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","560 pF","±5%","100V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A180JT150XT1KTR-ND,1284-100A180JT150XT1KCT-ND,1284-100A180JT150XT1KDKR-ND","100A180JT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 18PF 150V P90 0505","3,890","2.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","18 pF","±5%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100A.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A8R2CT150XT1KTR-ND,1284-100A8R2CT150XT1KCT-ND,1284-100A8R2CT150XT1KDKR-ND","100A8R2CT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 150V P90 0505","6,667","3.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","8.2 pF","±0.25pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A0R3BT150XT1KTR-ND,1284-100A0R3BT150XT1KCT-ND,1284-100A0R3BT150XT1KDKR-ND","100A0R3BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 0.3PF 150V P90 0505","1,908","4.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","0.3 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100A.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A100GT150XT1KTR-ND,1284-100A100GT150XT1KCT-ND,1284-100A100GT150XT1KDKR-ND","100A100GT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 150V P90 0505","3,566","4.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","10 pF","±2%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/1111%20(2828%20Metric).jpg","1284-100B750JT500XT1KTR-ND,1284-100B750JT500XT1KCT-ND,1284-100B750JT500XT1KDKR-ND","100B750JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 75PF 500V 5% SMD","6,156","6.31","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","75 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B331JT200XT1KTR-ND,1284-100B331JT200XT1KCT-ND,1284-100B331JT200XT1KDKR-ND","100B331JT200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 330PF 200V P90 1111","1,592","6.86","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","330 pF","±5%","200V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A100FT150XT1KTR-ND,1284-100A100FT150XT1KCT-ND,1284-100A100FT150XT1KDKR-ND","100A100FT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 150V P90 0505","796","6.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","10 pF","±1%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B200JTN500XT1KTR-ND,1284-100B200JTN500XT1KCT-ND,1284-100B200JTN500XT1KDKR-ND","100B200JTN500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 20PF 500V P90 1111","1,500","6.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","20 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B270GT500XT1KTR-ND,1284-100B270GT500XT1KCT-ND,1284-100B270GT500XT1KDKR-ND","100B270GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 27PF 500V P90 1111","476","6.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","27 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B221JTN200XT1KTR-ND,1284-100B221JTN200XT1KCT-ND,1284-100B221JTN200XT1KDKR-ND","100B221JTN200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 220PF 200V P90 1111","499","7.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","220 pF","±5%","200V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B820GT500XT1KTR-ND,1284-100B820GT500XT1KCT-ND,1284-100B820GT500XT1KDKR-ND","100B820GT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 82PF 500V P90 1111","282","7.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","82 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
