Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/8157","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FR0J822.jpg","P15325CT-ND,P15325TB-ND","EEU-FR1A392B","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 3900UF 20% 10V RADIAL","625","1.41","0","1","Cut Tape (CT),Tape & Box (TB)","FR-A","Active","3900 µF","±20%","10 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.552 A @ 120 Hz","3.19 A @ 100 kHz","15 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KZHLL-e.PDF","//media.digikey.com/Photos/United%20Chemi-Con%20Photos/MFG_KZH%20SERIES.jpg","565-3543-ND","EKZH6R3ELL152MH20D","United Chemi-Con","United Chemi-Con","CAP ALUM 1500UF 20% 6.3V RADIAL","487","0.81","0","1","Bulk","KZH","Active","1500 µF","±20%","6.3 V","-","6000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","846 mA @ 120 Hz","1.41 A @ 100 kHz","33 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-uhw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/HW%20Series%2012.50mm.JPG","493-6828-ND","UHW0J392MHD","Nichicon","Nichicon","CAP ALUM 3900UF 20% 6.3V RADIAL","293","1.4","0","1","Bulk","UHW","Active","3900 µF","±20%","6.3 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.95 A @ 120 Hz","2.6 A @ 100 kHz","16 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upm.pdf","//media.digikey.com/Photos/Nichicon%20Photos/UPM1A272MHD.jpg","493-5623-ND","UPM1K271MHD","Nichicon","Nichicon","CAP ALUM 270UF 20% 80V RADIAL","329","1.42","0","1","Bulk","UPM","Active","270 µF","±20%","80 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","945 mA @ 120 Hz","1.27 A @ 10 kHz","100 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.319"" (33.50mm)","-","Through Hole","Radial, Can"
"//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/KY_Series_DS.pdf","//media.digikey.com/photos/United%20Chemi-Con%20Photos/KY%20SERIES%2030H,12.5D.jpg","565-1495-ND","EKY-6R3ELL472MK30S","United Chemi-Con","United Chemi-Con","CAP ALUM 4700UF 20% 6.3V RADIAL","124","1.49","0","1","Bulk","KY","Active","4700 µF","±20%","6.3 V","-","8000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.2525 A @ 120 Hz","2.65 A @ 100 kHz","24 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.181"" (30.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upm.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PM%20Series%2016mm.JPG","493-15794-ND","UPM1V561MHD6","Nichicon","Nichicon","CAP ALUM 560UF 20% 35V RADIAL","516","1.55","0","1","Bulk","UPM","Active","560 µF","±20%","35 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.11 A @ 120 Hz","1.36 A @ 10 kHz","48 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.669"" (17.00mm)","-","Through Hole","Radial, Can"
"https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/LXVLL-e.PDF","//media.digikey.com/Photos/United%20Chemi-Con%20Photos/ELXV350ETE102MK30S.jpg","565-5018-ND","ELXV500ELL681MK35S","United Chemi-Con","United Chemi-Con","CAP ALUM 680UF 20% 50V RADIAL","109","1.68","0","1","Bulk","LXV","Active","680 µF","±20%","50 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","950 mA @ 120 Hz","1.9 A @ 100 kHz","33 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.437"" (36.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upm.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PM%20Series%2016mm.JPG","493-17100-ND","UPM1E821MHD6","Nichicon","Nichicon","CAP ALUM 820UF 20% 25V RADIAL","340","1.69","0","1","Bulk","UPM","Active","820 µF","±20%","25 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.14 A @ 120 Hz","1.34 A @ 10 kHz","49 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.669"" (17.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1255.pdf","//media.digikey.com/Photos/Panasonic%20Photos/FS-Series_12.50mmx32.00mm.jpg","P122373-ND","EEU-FS1A512L","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 5100UF 20% 10V RADIAL","962","1.79","0","1","Bulk","FS-A","Active","5100 µF","±20%","10 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.904 A @ 120 Hz","3.63 A @ 100 kHz","13 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.260"" (32.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upj.pdf","//media.digikey.com/Photos/Nichicon%20Photos/UPJ%20Series%2018-26.50mm.JPG","UPJ2A331MHD6-ND","UPJ2A331MHD6","Nichicon","Nichicon","CAP ALUM 330UF 20% 100V RADIAL","212","1.82","0","1","Bulk","UPJ","Active","330 µF","±20%","100 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.08 A @ 120 Hz","1.42 A @ 10 kHz","70 mOhms","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-uhw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/UHW%20Series%2016-27mm.JPG","493-6883-ND","UHW1A562MHD6","Nichicon","Nichicon","CAP ALUM 5600UF 20% 10V RADIAL","47","2.45","0","1","Bulk","UHW","Active","5600 µF","±20%","10 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","3.048 A @ 120 Hz","3.81 A @ 100 kHz","13 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upa.pdf","//media.digikey.com/Photos/Nichicon%20Photos/UPA0J103MHD.JPG","493-5437-ND","UPA1V272MHD","Nichicon","Nichicon","CAP ALUM 2700UF 20% 35V RADIAL","150","3.19","0","1","Bulk","UPA","Active","2700 µF","±20%","35 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","2.389 A @ 120 Hz","2.81 A @ 100 kHz","17 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUTA1E102L","//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/EEU-TA1H470S.jpg","10-EEU-TA1E102L-ND","EEU-TA1E102L","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 1000UF 20% 25V RADIAL","383","2.13","0","1","Bulk","TA","Active","1000 µF","±20%","25 V","-","2000 Hrs @ 125°C","-40°C ~ 125°C","Polar","-","General Purpose","1.313 A @ 120 Hz","1.75 A @ 100 kHz","33 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUTA1J471","//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/EEU-TA1H470S.jpg","10-EEU-TA1J471-ND","EEU-TA1J471","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 470UF 20% 63V RADIAL","152","3.87","0","1","Bulk","TA","Active","470 µF","±20%","63 V","-","2000 Hrs @ 125°C","-40°C ~ 125°C","Polar","-","General Purpose","1.541 A @ 120 Hz","2.055 A @ 100 kHz","60 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/YXF.pdf","//media.digikey.com/Photos/Rubycon/50YXF22MEFC5X11.JPG","1189-3764-1-ND,1189-3764-3-ND","50YXF1MEFCT15X11","Rubycon","Rubycon","CAP ALUM 1UF 20% 50V RADIAL","918","0.26","0","1","Cut Tape (CT),Tape & Box (TB)","YXF","Active","1 µF","±20%","50 V","-","5000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","12.6 mA @ 120 Hz","30 mA @ 100 kHz","4 Ohms","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/YXF.pdf","//media.digikey.com/Photos/Rubycon/50YXF22MEFC5X11.JPG","1189-4165-1-ND,1189-4165-3-ND","25YXF47MEFCTA5X11","Rubycon","Rubycon","CAP ALUM 47UF 20% 25V RADIAL","602","0.26","0","1","Cut Tape (CT),Tape & Box (TB)","YXF","Active","47 µF","±20%","25 V","-","5000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","105 mA @ 120 Hz","150 mA @ 100 kHz","900 mOhms","0.197"" (5.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/YXJ.pdf","//media.digikey.com/Renders/Rubycon/YXJ%20Series%205x11.jpg","1189-1661-1-ND,1189-1661-3-ND","50YXJ2R2MTA5X11","Rubycon","Rubycon","CAP ALUM 2.2UF 20% 50V RADIAL","2,883","0.31","0","1","Cut Tape (CT),Tape & Box (TB)","YXJ","Active","2.2 µF","±20%","50 V","-","5000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","18.06 mA @ 120 Hz","43 mA @ 100 kHz","2.5 Ohms","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ups.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PS%20Series%205mm.jpg","493-15850-1-ND,493-15850-3-ND","UPS1J4R7MDD1TA","Nichicon","Nichicon","CAP ALUM 4.7UF 20% 63V RADIAL","92","0.33","0","1","Cut Tape (CT),Tape & Box (TB)","UPS","Active","4.7 µF","±20%","63 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","11.56 mA @ 120 Hz","68 mA @ 100 kHz","4.7 Ohms","0.197"" (5.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ups.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PS%20Series%206.30mm.jpg","493-5374-1-ND,493-5374-3-ND","UPS1J220MED1TD","Nichicon","Nichicon","CAP ALUM 22UF 20% 63V RADIAL","159","0.34","0","1","Cut Tape (CT),Tape & Box (TB)","UPS","Active","22 µF","±20%","63 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","30.6 mA @ 120 Hz","180 mA @ 100 kHz","980 mOhms","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PW%20Series%205mm.jpg","493-11378-1-ND,493-11378-3-ND","UPW1V100MDD1TD","Nichicon","Nichicon","CAP ALUM 10UF 20% 35V RADIAL","219","0.35","0","1","Cut Tape (CT),Tape & Box (TB)","UPW","Active","10 µF","±20%","35 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","54 mA @ 120 Hz","180 mA @ 100 kHz","600 mOhms","0.098"" (2.50mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1C471LB","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FC2A220.JPG","P19636CT-ND,P19636TB-ND","EEU-FC1C471LB","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 470UF 20% 16V RADIAL","741","0.65","0","1","Cut Tape (CT),Tape & Box (TB)","FC","Active","470 µF","±20%","16 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","547.5 mA @ 120 Hz","730 mA @ 100 kHz","85 mOhms","0.197"" (5.00mm)","0.315"" Dia (8.00mm)","0.807"" (20.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upj.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PJ%20Series%2021.50mm.JPG","493-4971-1-ND,493-4971-3-ND","UPJ0J122MPD1TD","Nichicon","Nichicon","CAP ALUM 1200UF 20% 6.3V RADIAL","410","0.74","0","1","Cut Tape (CT),Tape & Box (TB)","UPJ","Active","1200 µF","±20%","6.3 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","895 mA @ 120 Hz","1.02 A @ 10 kHz","100 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upm.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PM%20Series%2012.50mm.JPG","493-12051-1-ND,493-12051-3-ND","UPM1V391MHD6TO","Nichicon","Nichicon","CAP ALUM 390UF 20% 35V RADIAL","260","1.07","0","1","Cut Tape (CT),Tape & Box (TB)","UPM","Active","390 µF","±20%","35 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","825 mA @ 120 Hz","1.06 A @ 10 kHz","60 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.669"" (17.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1255.pdf","//media.digikey.com/Photos/Panasonic%20Photos/FS-Series_10.00mmx27.00mm.jpg","P122290CT-ND,P122290TB-ND","EEU-FS0J392LB","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 3900UF 20% 6.3V RADIAL","384","1.18","0","1","Cut Tape (CT),Tape & Box (TB)","FS-A","Active","3900 µF","±20%","6.3 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.976 A @ 120 Hz","2.47 A @ 100 kHz","18 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1255.pdf","//media.digikey.com/Photos/Panasonic%20Photos/FS-Series_12.50mmx22.00mm.jpg","P122291CT-ND,P122291TB-ND","EEU-FS0J472B","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 4700UF 20% 6.3V RADIAL","163","1.26","0","1","Cut Tape (CT),Tape & Box (TB)","FS-A","Active","4700 µF","±20%","6.3 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.08 A @ 120 Hz","2.6 A @ 100 kHz","18 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1255.pdf","//media.digikey.com/Photos/Panasonic%20Photos/FS-Series_12.50mmx27.00mm.jpg","P122325CT-ND,P122325TB-ND","EEU-FS1E222B","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 2200UF 20% 25V RADIAL","101","1.48","0","1","Cut Tape (CT),Tape & Box (TB)","FS-A","Active","2200 µF","±20%","25 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.552 A @ 120 Hz","3.19 A @ 100 kHz","15 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ubw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/BW%20SERIES%2018mm.jpg","493-13180-1-ND,493-13180-3-ND","UBW1V221MPD1TD","Nichicon","Nichicon","CAP ALUM 220UF 20% 35V RADIAL","447","1.54","0","1","Cut Tape (CT),Tape & Box (TB)","UBW","Active","220 µF","±20%","35 V","-","2000 Hrs @ 135°C","-55°C ~ 135°C","Polar","-","Automotive","395 mA @ 120 Hz","790 mA @ 100 kHz","94 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.709"" (18.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ubw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/BW%20SERIES%2018mm.jpg","493-13166-1-ND,493-13166-3-ND","UBW1J101MPD1TD","Nichicon","Nichicon","CAP ALUM 100UF 20% 63V RADIAL","418","1.69","0","1","Cut Tape (CT),Tape & Box (TB)","UBW","Active","100 µF","±20%","63 V","-","2000 Hrs @ 135°C","-55°C ~ 135°C","Polar","-","Automotive","345 mA @ 120 Hz","690 mA @ 100 kHz","410 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.709"" (18.00mm)","-","Through Hole","Radial, Can"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/8157","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FR%20Series.jpg","P15340CT-ND,P15340TB-ND","EEU-FR1C332SB","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 3300UF 20% 16V RADIAL","160","2.01","0","1","Cut Tape (CT),Tape & Box (TB)","FR-A","Active","3300 µF","±20%","16 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.64 A @ 120 Hz","3.3 A @ 100 kHz","17 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/8157","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FR%20Series.jpg","P15341CT-ND,P15341TB-ND","EEU-FR1C392SB","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 3900UF 20% 16V RADIAL","139","2.01","0","1","Cut Tape (CT),Tape & Box (TB)","FR-A","Active","3900 µF","±20%","16 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.64 A @ 120 Hz","3.3 A @ 100 kHz","17 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upm.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PM%20Series%205mm.JPG","493-11388-1-ND,493-11388-3-ND","UPM1H010MDD1TD","Nichicon","Nichicon","CAP ALUM 1UF 20% 50V RADIAL","64","0.36","0","1","Cut Tape (CT),Tape & Box (TB)","UPM","Not For New Designs","1 µF","±20%","50 V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","18 mA @ 120 Hz","36 mA @ 10 kHz","11 Ohms","0.098"" (2.50mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1E101SB","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FC1E101S.JPG","P19637CT-ND,2266-EEU-FC1E101SB-ND,P19637TB-ND","EEU-FC1E101SB","Panasonic Electronic Components","Panasonic Electronic Components,WEC","CAP ALUM 100UF 20% 25V RADIAL","16,000","0.4","0","1","Cut Tape (CT),Bulk,Tape & Box (TB)","FC","Active","100 µF","±20%","25 V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","188.5 mA @ 120 Hz","290 mA @ 100 kHz","350 mOhms","0.197"" (5.00mm)","0.248"" Dia (6.30mm)","0.579"" (14.70mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1H220","//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%2011,5.jpg","P10318-ND","EEU-FC1H220","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 22UF 20% 50V RADIAL","11","0.36","0","1","Bulk","FC","Active","22 µF","±20%","50 V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","100.8 mA @ 120 Hz","155 mA @ 100 kHz","1.3 Ohms","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.433"" (11.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFM0J222L","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FM0J102.JPG","P12344-ND","EEU-FM0J222L","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 2200UF 20% 6.3V RADIAL","92","0.79","0","1","Bulk","FM-A","Active","2200 µF","±20%","6.3 V","-","5000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.976 A @ 120 Hz","2.47 A @ 100 kHz","18 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/8157","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FR0J822.jpg","2266-EEU-FR1H331L-ND,P14460-ND","EEU-FR1H331L","Panasonic Electronic Components","WEC,Panasonic Electronic Components","CAP ALUM 330UF 20% 50V RADIAL","200","1.06","0","1","Bulk,Bulk","FR-A","Active","330 µF","±20%","50 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.505 A @ 120 Hz","2.15 A @ 100 kHz","22 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-ups.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PS%20Series%2016mm.jpg","493-15864-ND","UPS2A331MHD","Nichicon","Nichicon","CAP ALUM 330UF 20% 100V RADIAL","48","1.62","0","1","Bulk","UPS","Active","330 µF","±20%","100 V","-","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","766.8 mA @ 120 Hz","1.08 A @ 100 kHz","90 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFC1H390","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FC1E101S.JPG","P19491-ND","EEU-FC1H390","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 39UF 20% 50V RADIAL","9","0.4","0","1","Bulk","FC","Active","39 µF","±20%","50 V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","169 mA @ 120 Hz","260 mA @ 100 kHz","600 mOhms","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.480"" (12.20mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDF0000/ABA0000C1255.pdf","//media.digikey.com/Photos/Panasonic%20Photos/FS-Series_10.00mmx27.00mm.jpg","PCE5180CT-ND,PCE5180TB-ND","EEU-FS1K221LB","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 220UF 20% 80V RADIAL","41","1.11","0","1","Cut Tape (CT),Tape & Box (TB)","FS-A","Active","220 µF","±20%","80 V","-","10000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","840 mA @ 120 Hz","1.2 A @ 100 kHz","44 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upa.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PA%20Series%2027mm.jpg","493-4925-1-ND,493-4925-3-ND","UPA1V681MPD1TD","Nichicon","Nichicon","CAP ALUM 680UF 20% 35V RADIAL","7","1.21","0","1","Cut Tape (CT),Tape & Box (TB)","UPA","Active","680 µF","±20%","35 V","-","4000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.26 A @ 120 Hz","1.68 A @ 100 kHz","33 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.nichicon.co.jp/english/products/pdfs/e-upj.pdf","//media.digikey.com/Photos/Nichicon%20Photos/PJ-SERIES-18x27mm.jpg","493-12286-1-ND,493-12286-3-ND","UPJ2A331MHD6TN","Nichicon","Nichicon","CAP ALUM 330UF 20% 100V RADIAL","40","1.82","0","1","Cut Tape (CT),Tape & Box (TB)","UPJ","Active","330 µF","±20%","100 V","-","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.08 A @ 120 Hz","1.42 A @ 10 kHz","70 mOhms","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KZELL-e.PDF","//media.digikey.com/Photos/United%20Chemi-Con%20Photos/KZE10-SERIES.jpg","565-1648-ND","EKZE100ELL122MJ20S","United Chemi-Con","United Chemi-Con","CAP ALUM 1200UF 20% 10V RADIAL","2,000","0.98","0","1","Bulk","KZE","Active","1200 µF","±20%","10 V","-","4000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.092 A @ 120 Hz","1.82 A @ 100 kHz","23 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.787"" (20.00mm)","-","Through Hole","Radial, Can"
"https://industrial.panasonic.com/ww/products/pt/aluminum-cap-lead/models/EEUFM0J472L","//media.digikey.com/Photos/Panasonic%20Photos/EEU-FM1E102.JPG","P12347-ND","EEU-FM0J472L","Panasonic Electronic Components","Panasonic Electronic Components","CAP ALUM 4700UF 20% 6.3V RADIAL","40","1.17","0","1","Bulk","FM-A","Active","4700 µF","±20%","6.3 V","-","7000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","2.904 A @ 120 Hz","3.63 A @ 100 kHz","13 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.260"" (32.00mm)","-","Through Hole","Radial, Can"
