Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1315-ND","108KXM025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1000UF 20% 25V RADIAL","7,948","1.29","0","1","Bulk","KXM","Active","1000 µF","±20%","25 V","199mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.416 A @ 120 Hz","2.36 A @ 100 kHz","53 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1676-ND","127KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 120UF 20% 50V RADIAL","5,816","0.73","0","1","Bulk","KXM","Active","120 µF","±20%","50 V","1.3816Ohm @ 120Hz","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","380 mA @ 120 Hz","950 mA @ 100 kHz","180 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.650"" (16.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1249-2-ND,1572-1249-1-ND","476TTA016MSD","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 16V AXIAL","8,718","0.71","0","1","Tape & Reel (TR),Cut Tape (CT)","TTA","Active","47 µF","±20%","16 V","7.0547Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","90 mA @ 120 Hz","137.7 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/AXZ.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_SMH-Series.jpg","1572-1239-2-ND,1572-1239-1-ND,1572-1239-6-ND","107AXZ016MQ5","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 16V SMD","10,376","0.49","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AXZ","Active","100 µF","±20%","16 V","2.65Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","115 mA @ 120 Hz","230 mA @ 100 kHz","520 mOhms","-","0.248"" Dia (6.30mm)","0.220"" (5.60mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"https://www.cde.com/resources/catalogs/AXZ.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_SMH-Series.jpg","1572-1240-2-ND,1572-1240-1-ND,1572-1240-6-ND","476AXZ035MQ5","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 35V SMD","16,980","0.63","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AXZ","Active","47 µF","±20%","35 V","4.23Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","115 mA @ 120 Hz","230 mA @ 100 kHz","520 mOhms","-","0.248"" Dia (6.30mm)","0.220"" (5.60mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"https://www.cde.com/resources/catalogs/KXM.pdf","-","1572-1693-ND","226KXM063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 63V RADIAL","772","0.37","0","1","Bulk","KXM","Active","22 µF","±20%","63 V","7.5357Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","100 mA @ 120 Hz","250 mA @ 100 kHz","1.06 Ohms","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1713-ND","228KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 50V RADIAL","274","3.05","0","1","Bulk","KXM","Active","2200 µF","±20%","50 V","105.5mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","2.768 A @ 120 Hz","3.69 A @ 100 kHz","55 mOhms","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.457"" (37.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1698-ND","227CKE035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 35V RADIAL","3,338","0.54","0","1","Bulk","CKE","Active","220 µF","±20%","35 V","904mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","295 mA @ 120 Hz","486.75 mA @ 100 kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1750-ND","477KXM063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 63V RADIAL","5,300","1.69","0","1","Bulk","KXM","Active","470 µF","±20%","63 V","352.7mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","892.5 mA @ 120 Hz","1.785 A @ 100 kHz","80 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.457"" (37.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_CKE-Series-Radial.JPG","1572-1668-ND","108CKS010M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1000UF 20% 10V RADIAL","4,008","0.66","0","1","Bulk","CKS","Active","1000 µF","±20%","10 V","315mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","795 mA @ 120 Hz","1.113 A @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKS-Series-17.5%28HS%29.JPG","1572-1468-ND","475CKS450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4.7UF 20% 450V RADIAL","16,829","0.9","0","1","Bulk","CKS","Active","4.7 µF","±20%","450 V","70.547Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","75 mA @ 120 Hz","187.5 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1432-ND","336TTA160M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 33UF 20% 160V AXIAL","1,882","2","0","1","Bulk","TTA","Active","33 µF","±20%","160 V","10.048Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","170 mA @ 120 Hz","260.1 mA @ 50 kHz","-","-","0.512"" Dia x 1.024"" L (13.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1146-ND","475TTA350M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4.7UF 20% 350V AXIAL","2,338","2.41","0","1","Bulk","TTA","Active","4.7 µF","±20%","350 V","70.547Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","55 mA @ 120 Hz","93.5 mA @ 50 kHz","-","-","0.315"" Dia x 0.787"" L (8.00mm x 20.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","-","1572-1385-ND","226CKR063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 63V RADIAL","1,724","0.35","0","1","Bulk","CKR","Active","22 µF","±20%","63 V","7.536Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","130 mA @ 120 Hz","299 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_17-26%28HT%29.jpg","1572-1106-ND","228CKE016M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 16V RADIAL","269","1.18","0","1","Bulk","CKE","Active","2200 µF","±20%","16 V","150.7mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.11 A @ 120 Hz","1.554 A @ 100 kHz","-","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.846"" (21.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_17-26%28HT%29.jpg","1572-1721-ND","337CKE050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 330UF 20% 50V RADIAL","2,950","0.74","0","1","Bulk","CKE","Active","330 µF","±20%","50 V","502mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","590 mA @ 120 Hz","973.5 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/SML.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_SMH-Series.jpg","1572-1392-2-ND,1572-1392-1-ND,1572-1392-6-ND","226SML050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 50V SMD","2,325","0.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML","Active","22 µF","±20%","50 V","9.043Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","71 mA @ 120 Hz","106.5 mA @ 100 kHz","-","-","0.248"" Dia (6.30mm)","0.217"" (5.50mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1678-ND","157KXM035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 150UF 20% 35V RADIAL","5,889","0.45","0","1","Bulk","KXM","Active","150 µF","±20%","35 V","1.3263Ohm @ 120Hz","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","304 mA @ 120 Hz","760 mA @ 100 kHz","220 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1681-ND","158KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1500UF 20% 50V RADIAL","115","2.76","0","1","Bulk","KXM","Active","1500 µF","±20%","50 V","132.6mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.806 A @ 120 Hz","3.01 A @ 100 kHz","71 mOhms","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.457"" (37.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/AXZ.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_SMH-Series.jpg","1572-1436-2-ND,1572-1436-1-ND,1572-1436-6-ND","337AXZ025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 330UF 20% 25V SMD","1","0.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AXZ","Active","330 µF","±20%","25 V","804mOhm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","300 mA @ 120 Hz","600 mA @ 100 kHz","170 mOhms","-","0.315"" Dia (8.00mm)","0.417"" (10.60mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
"https://www.cde.com/resources/catalogs/SML.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_SMH-Series.jpg","1572-1321-2-ND,1572-1321-1-ND,1572-1321-6-ND","108SML6R3M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1000UF 20% 6.3V SMD","15","0.9","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML","Active","1000 µF","±20%","6.3 V","464mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","370 mA @ 120 Hz","555 mA @ 100 kHz","-","-","0.315"" Dia (8.00mm)","0.417"" (10.60mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKR-5X12.jpg","1572-1466-ND","475CKR050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4.7UF 20% 50V RADIAL","19,293","0.25","0","1","Bulk","CKR","Active","4.7 µF","±20%","50 V","35.274Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","115 mA @ 100 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","-","1572-1297-ND","107CKS035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 35V RADIAL","11,261","0.31","0","1","Bulk","CKS","Active","100 µF","±20%","35 V","1.989Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","235 mA @ 120 Hz","387.75 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1461-ND","474TTA100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 0.47UF 20% 100V AXIAL","6,384","0.72","0","1","Bulk","TTA","Active","0.47 µF","±20%","100 V","352.737Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","10 mA @ 120 Hz","17 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1679-ND","157TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 150UF 20% 25V AXIAL","2,916","0.82","0","1","Bulk","TTA","Active","150 µF","±20%","25 V","1.7684Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","260 mA @ 120 Hz","358.8 mA @ 50 kHz","-","-","0.315"" Dia x 0.630"" L (8.00mm x 16.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKS-Series.jpg","1572-1499-ND","478CKS035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 35V RADIAL","11,327","3.14","0","1","Bulk","CKS","Active","4700 µF","±20%","35 V","71mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","3.4 A @ 120 Hz","4.76 A @ 100 kHz","-","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.437"" (36.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_CKE-Series-Radial.JPG","1572-1512-ND","688CKS025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 6800UF 20% 25V RADIAL","112","3.29","0","1","Bulk","CKS","Active","6800 µF","±20%","25 V","63mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","3.53 A @ 120 Hz","4.942 A @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.437"" (36.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1697-ND","227CKE025MGM","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 25V RADIAL","51","0.39","0","1","Bulk","CKE","Active","220 µF","±20%","25 V","1.055Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","200 mA @ 120 Hz","330 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/RSS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_RSS.jpg","1572-1291-ND","106RSS050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 50V RADIAL","1,831","0.27","0","1","Bulk","RSS","Active","10 µF","±20%","50 V","16.579Ohm @ 120Hz","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","70 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","-","1572-1705-ND","227CKS025MGM","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 25V RADIAL","25,448","0.39","0","1","Bulk","CKS","Active","220 µF","±20%","25 V","1.055Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","280 mA @ 120 Hz","462 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1639-ND","105CKE450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1UF 20% 450V RADIAL","2,418","0.52","0","1","Bulk","CKE","Active","1 µF","±20%","450 V","331.57Ohm @ 120Hz","2000 Hrs @ 105°C","-25°C ~ 105°C","Polar","-","General Purpose","22 mA @ 120 Hz","55 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","225TTA050M-ND","225TTA050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2.2UF 20% 50V AXIAL","16,506","0.72","0","1","Bulk","TTA","Active","2.2 µF","±20%","50 V","90.4289Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","23 mA @ 120 Hz","39.1 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1431-ND","336TTA050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 33UF 20% 50V AXIAL","2,097","0.8","0","1","Bulk","TTA","Active","33 µF","±20%","50 V","6.0286Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","115 mA @ 120 Hz","175.95 mA @ 50 kHz","-","-","0.248"" Dia x 0.630"" L (6.30mm x 16.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1037-ND","106TTA450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 450V AXIAL","1,127","3.41","0","1","Bulk","TTA","Active","10 µF","±20%","450 V","41.447Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","90 mA @ 120 Hz","153 mA @ 50 kHz","-","-","0.492"" Dia x 0.984"" L (12.50mm x 25.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","228TTA063M-ND","228TTA063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 63V AXIAL","337","5.41","0","1","Bulk","TTA","Active","2200 µF","±20%","63 V","105.5mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.158 A @ 120 Hz","2.76224 A @ 50 kHz","-","-","0.709"" Dia x 1.575"" L (18.00mm x 40.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/RSS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_RSS.jpg","1572-1388-ND","226RSS035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 35V RADIAL","940","0.38","0","1","Bulk","RSS","Active","22 µF","±20%","35 V","9.043Ohm @ 120Hz","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","70 mA @ 120 Hz","98 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/BPS.pdf","//media.digikey.com/photos/Illinois%20Capacitor/Radial-BPS-Series.JPG","1572-1645-ND","106BPS050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 50V RADIAL","438","0.42","0","1","Bulk","BPS","Active","10 µF","±20%","50 V","26.526Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Bi-Polar","-","Audio","52 mA @ 120 Hz","88.4 mA @ 50 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_CKE-Series-Radial.JPG","1572-1740-ND","476CKS450MQW","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 450V RADIAL","594","3.43","0","1","Bulk","CKS","Active","47 µF","±20%","450 V","7.055Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","380 mA @ 120 Hz","684 mA @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.240"" (31.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","-","1572-1661-ND","107KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 50V RADIAL","4,346","0.47","0","1","Bulk","KXM","Active","100 µF","±20%","50 V","1.6579Ohm @ 120Hz","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","244 mA @ 120 Hz","610 mA @ 100 kHz","240 mOhms","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1749-ND","477KXM025MLQ","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 25V RADIAL","1,747","0.8","0","1","Bulk","KXM","Active","470 µF","±20%","25 V","493.8mOhm @ 120Hz","4000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","715 mA @ 120 Hz","1.43 A @ 100 kHz","221 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1414-ND","228KXM016M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 16V RADIAL","1,218","1.14","0","1","Bulk","KXM","Active","2200 µF","±20%","16 V","120.6mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","2.078 A @ 120 Hz","2.77 A @ 100 kHz","45 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1402-ND","227KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 50V RADIAL","160","0.76","0","1","Bulk","KXM","Active","220 µF","±20%","50 V","753.6mOhm @ 120Hz","4000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","568 mA @ 120 Hz","1.136 A @ 100 kHz","120 mOhms","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKR-Series,Radial.JPG","1572-1044-ND","107CKR050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 50V RADIAL","2,162","0.45","0","1","Bulk","CKR","Active","100 µF","±20%","50 V","1.658Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","310 mA @ 120 Hz","511.5 mA @ 100 kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_12-17%28HT%29.jpg","1572-1737-ND","476CKH100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 100V RADIAL","5,960","0.74","0","1","Bulk","CKH","Active","47 µF","±20%","100 V","2.822Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","280 mA @ 120 Hz","644 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
